분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
클래식,종로구,2023 서울시향 우리동네 음악회 실내악 : 광화문광장,2023-09-09~2023-09-09,광화문광장 육조마당 특설무대,서울시립교향악단,누구나,,,,,https://www.seoulphil.or.kr/perf/view?perfNo=5729&calendarDate=2023/09/09&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=21c263ef79c24aff8eaa52fb6155c1d8&thumb=Y,2023.8.11,기관,2023.9.9 0:00,2023.9.9 0:00,기타,37.57184786,126.9761683,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142781&menuNo=200008
클래식,강북구,거쉰과 재즈 그리고 뮤지컬,2023-09-09~2023-09-09,꿈의숲 콘서트홀,세종문화회관,8세 이상(초등학생 이상 관람),"전석 44,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34289&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=aa5e64d167f246a0a976ef304e099a3d&thumb=Y,2023.9.5,기관,2023.9.9 0:00,2023.9.9 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143150&menuNo=200008
클래식,종로구,김보경 피아노 독주회,2023-09-09~2023-09-09,세종체임버홀,세종문화회관,미취학아동 입장불가,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34443&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3cbece89d41e4da78b0b063b11512512&thumb=Y,2023.9.5,기관,2023.9.9 0:00,2023.9.9 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143149&menuNo=200008
클래식,서초구,해설이 있는 피아노 교수음악회 [쇼팽과 함께],2023-09-09~2023-09-09,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 1만원(서초구민 60%/ 서초문화재단 홈페이지 회원, 학생, 경로 50%)",김정은 교수,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=574,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3ce951ca006f46568a1352b1c4e12d45&thumb=Y,2023.7.12,기관,2023.9.9 0:00,2023.9.9 0:00,,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142379&menuNo=200008
교육/체험,서초구,"[2023 평생인문교육 프로그램] 우리의 작가, 그들의 시대",2023-09-08~2023-11-17,서초문화재단 1층 1교육실 (서초문화재단 서초구 사평대로 55),서초문화재단,관심있는 누구나,"수강료 40,000원(총 8회차)",,,,http://www.seochocf.or.kr/site/main/archive/post/%EC%84%9C%EC%B4%88%EB%AC%B8%ED%99%94%EC%9E%AC%EB%8B%A8%EA%B3%BC-%EC%A4%91%EC%95%99%EB%8C%80%ED%95%99%EA%B5%90-%EC%9D%B8%EB%AC%B8%EC%BD%98%ED%85%90%EC%B8%A0-%EC%97%B0%EA%B5%AC%EC%86%8C%EC%99%80-%ED%95%A8%EA%BB%98%ED%95%98%EB%8A%94-2023-%ED%8F%89%EC%83%9D%EC%9D%B8%EB%AC%B8%EA%B5%90%EC%9C%A1-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EC%9A%B0%EB%A6%AC%EC%9D%98-%EC%9E%91%EA%B0%80-%EA%B7%B8%EB%93%A4%EC%9D%98-%EC%8B%9C%EB%8C%80?cp=1&sortDirection=DESC&catId=7&metaCode1=GENERAL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ecd1705359cb45fba1c4f27e7c8322c3&thumb=Y,2023.8.30,기관,2023.9.8 0:00,2023.11.17 0:00,,37.49885315,126.9905157,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143072&menuNo=200011
전시/미술,종로구,[서울공예박물관] 서울아트위크 기념 특별전 《공예 다이얼로그》,2023-09-08~2023-11-12,서울공예박물관 전시1동 3층 기획전시실,서울공예박물관,모든 시민,무료,,,,https://craftmuseum.seoul.go.kr/exhibit/plan/view/109,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0736cc75a7f34744a97a2f6ceaef6a7f&thumb=Y,2023.9.1,기관,2023.9.8 0:00,2023.11.12 0:00,기타,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143108&menuNo=200009
기타,광진구,2023 한강불빛공연 드론라이트쇼,2023-09-08~2023-10-27,뚝섬한강공원 수변무대,서울시청,누구나,,,,,https://www.instagram.com/seouldroneshow_official/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d4b911b156634c4cbdbd7cb2bc4652f4&thumb=Y,2023.9.6,기관,2023.9.8 0:00,2023.10.27 0:00,기타,37.52936457,127.0739782,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143184&menuNo=200013
연극,종로구,연극 [카르멘],2023-09-08~2023-10-01,세종M씨어터,세종문화회관,만 13세 이상(중학생 이상) 관람가,"R석 50,000원 S석 40,000원 A석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33865&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=da1e7d1979e84295a7b7b8fbf74fd045&thumb=Y,2023.7.14,기관,2023.9.8 0:00,2023.10.1 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142413&menuNo=200008
축제-자연/경관,서초구,한강 K-콘텐츠 페스티벌 [폼나는 한강],2023-09-08~2023-09-30,반포한강공원 세빛섬 일대,서울시청,시민 누구나,,,,,https://mediahub.seoul.go.kr/archives/2009013,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=386dde5a0a164daa80416f19c733593d&thumb=Y,2023.9.8,기관,2023.9.8 0:00,2023.9.30 0:00,,37.50976948,126.9952696,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143222&menuNo=200010
연극,종로구,자본3 : 플랫폼과 데이터,2023-09-08~2023-09-24,연우소극장,기타,만 13세 이상,"전석 30,000원 균일가","김세환, 김원정, 백운철, 이소영, 이태하, 정유미",,,https://booking.naver.com/booking/5/bizes/965578,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=05fa61f1480441688ede1cfe93b6405d&thumb=Y,2023.9.15,기관,2023.9.8 0:00,2023.9.24 0:00,,37.58698605,127.0017643,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143347&menuNo=200008
교육/체험,송파구,"[서울책보고 독서의 달 특집] 독서와 토론, 서평쓰기",2023-09-08~2023-09-21, 서울책보고,서울책보고,관심있는 누구나(선착순 40명),,,,,https://seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&act=View&D_IDX=3943&ViewType=List,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5a2190aedc1e4e21bb70a8bbd3ca147c&thumb=Y,2023.9.11,기관,2023.9.8 0:00,2023.9.21 0:00,,37.52239260387785,127.10298301432702,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143239&menuNo=200011
연극,종로구,미래의 동물,2023-09-08~2023-09-17,대학로예술극장 소극장,기타,누구나,"전석 30,000원 / 할인 정보 홈페이지 참고","작 김상훈 / 연출 박해성 / 출연 박하늘, 김현, 하지성, 김슬기, 베튤, 전혜인",,,https://theater.arko.or.kr/product/performance/257966,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=27fa54de3358453c9bef0ef6c8c5231d&thumb=Y,2023.8.16,시민,2023.9.8 0:00,2023.9.17 0:00,기타,37.58118552,127.0029999,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142807&menuNo=200008
교육/체험,노원구,[서울시립과학관] 신체의 모빌리티(DNA)- 춤으로 본 ‘빨리빨리’와 ‘공동체’의 모빌리티,2023-09-08~2023-09-15,서울시립과학관 3D스페이스 (2층 B전시실),서울시립과학관,과학과 인문학을 사랑하는 누구나(성인),,,,,https://science.seoul.go.kr/program/lecture/info?menuId=46&progMstId=664,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=42d3b8501dbb4531901c7071c0c2a5c2&thumb=Y,2023.8.28,기관,2023.9.8 0:00,2023.9.15 0:00,어린이/청소년 문화행사,37.64199411,127.0774371,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143021&menuNo=200011
축제-문화/예술,용산구,2023 서울국제작가축제 [언어의 다리를 건너],2023-09-08~2023-09-13,"노들섬 라이브하우스, 다목적홀 숲, 노들갤러리 2관  ",기타,누구나,,,,,https://www.siwf.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d6e2df16949c469f9a8c5daa149608d7&thumb=Y,2023.6.30,기관,2023.9.8 0:00,2023.9.13 0:00,,37.51766383,126.9580365,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142214&menuNo=200010
전시/미술,서초구,[서초문화재단] 2023년 서리풀청년아트갤러리 아트마켓,2023-09-08~2023-09-10,서리풀청년아트갤러리,서초문화재단,누구나,무료,,,,https://www.seochocf.or.kr/site/main/home,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1a0caf07339d4047a4e27e9ffb1fe1d2&thumb=Y,2023.8.24,기관,2023.9.8 0:00,2023.9.10 0:00,기타,37.481138225281036,127.01350402831676,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142949&menuNo=200009
연극,강북구,새로운 세상을 향한 혁명의 몸짓!! [삼룡],2023-09-08~2023-09-10,꿈의숲 퍼포먼스홀,세종문화회관,만 7세 이상 관람,"전석 10,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34369&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0a70e4453e814250b12033c79d6e986c&thumb=Y,2023.8.14,기관,2023.9.8 0:00,2023.9.10 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142792&menuNo=200008
뮤지컬/오페라,종로구,서울시오페라단 야외오페라 [카르멘],2023-09-08~2023-09-09,광화문 광장,세종문화회관,전체관람,전석 무료 (일부 객석 사전관람신청) / 8월 1일 사전관람 신청 오픈,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34359&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=03182d7800684b56bcf6cd7dcd3d65c4&thumb=Y,2023.8.23,기관,2023.9.8 0:00,2023.9.9 0:00,,37.57184786,126.9761683,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142889&menuNo=200008
연극,노원구,개굴개굴 고래고래,2023-09-08~2023-09-09,노원어린이극장,노원문화재단,3세이상,"전석 20,000원",,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=341,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=77eb263d984e4346bd39398040aebea6&thumb=Y,2023.8.8,기관,2023.9.8 0:00,2023.9.9 0:00,어린이/청소년 문화행사,37.65445005,127.0636923,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142721&menuNo=200008
클래식,종로구,운지회 체임버 오케스트라 시리즈 XVIII,2023-09-08~2023-09-08,세종체임버홀,세종문화회관,7세이상 관람가,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34422&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6992ef4f42094f3bb4e38fb3e8994eb1&thumb=Y,2023.9.5,기관,2023.9.8 0:00,2023.9.8 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143148&menuNo=200008
교육/체험,중구,DDP 멤버십 9월의 영감플러스 : 런업편,2023-09-08~2023-09-08,DDP 디자인랩 4F 잔디사랑방,동대문디자인플라자,관심 있는 시민 누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=593&boardno=16&bbstopno=593&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8b57fb8c4d0440aa978d98d87f0d90db&thumb=Y,2023.8.24,기관,2023.9.8 0:00,2023.9.8 0:00,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142899&menuNo=200011
교육/체험,구로구,[서울아트책보고] 삶을 풍요롭게 하는 일상 예술 - 영화:박소예,2023-09-08~2023-09-08,서울아트책보고 해보고 워크숍룸,서울아트책보고,성인,,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=5874&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=89f2d28b7e914011a62efb83b795ae4c&thumb=Y,2023.8.17,기관,2023.9.8 0:00,2023.9.8 0:00,기타,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142818&menuNo=200011
교육/체험,노원구,[서울시립과학관] 2023년 생태화그리기 가을학기,2023-09-07~2023-11-30,서울시립과학관 3층 1교육실,서울시립과학관,성인,"12강좌 60,000원",,,,https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=651,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6653caf9bf6e4378a1ede91d6b145458&thumb=Y,2023.8.25,기관,2023.9.7 0:00,2023.11.30 0:00,어린이/청소년 문화행사,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143002&menuNo=200011
교육/체험,양천구,[2023 미감도서관 문화프로그램] 한국과 세계가 보이는 인물 역사,2023-09-07~2023-11-16,미감도서관 프로그램실,양천문화재단,초등 3~4학년,무료,,연도별 인물 중심으로 세계사와 우리나라 역사를 알아가는 프로그램,,https://lib.yangcheon.or.kr/libmigam/edusat/view.do?edu_idx=2983&prepage=%2Flibmigam%2Fedusat%2Flist.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eb96d9509b204de784fccedbae14c9b3&thumb=Y,2023.8.23,기관,2023.9.7 0:00,2023.11.16 0:00,어린이/청소년 문화행사,37.5389695,126.8654889,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142893&menuNo=200011
교육/체험,노원구,2023 노원문화원 초등학생 문화재탐방교실,2023-09-07~2023-10-26,탐방코스별 상이,노원문화원,노원구 관내 초등학교,,,,,https://www.nwcc.or.kr/main/main.php,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bfef8f639d95401e83d62c03a14b9ffe&thumb=Y,2023.6.30,기관,2023.9.7 0:00,2023.10.26 0:00,어린이/청소년 문화행사,37.62879899,127.0698009,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142202&menuNo=200011
기타,마포구,"[9-10월/서강도서관 어린이강좌] 라온북서, LaLa북",2023-09-07~2023-10-19,마포구립서강도서관 3층 세미나실,마포구청,어린이,없음,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=7287,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a4692b9a863442038b503954f3f12a90&thumb=Y,2023.8.12,기관,2023.9.7 0:00,2023.10.19 0:00,어린이/청소년 문화행사,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142783&menuNo=200013
교육/체험,중랑구,사이동동(同?動)프로젝트 : 동동이 체험단 모집,2023-09-07~2023-10-12,"윤극영가옥, 중랑아트센터",강북문화재단,8세~10세 *보호자 동행 가능한 아동,,,,,http://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=169,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ab4468edce3046b795483f87610070e3&thumb=Y,2023.8.23,기관,2023.9.7 0:00,2023.10.12 0:00,,37.59821054611063,127.09151902086259,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142886&menuNo=200011
교육/체험,금천구,"[9월] 점심시간 반짝 출산휴가, 육아휴직 노동법 교육 ",2023-09-07~2023-09-28,G밸리창업복지센터 3층 서남권직장맘지원센터 교육장,서울시청,"(예비)직장맘, 직장대디, 인사담당자",,서남권직장맘지원센터 상근 노무사,"서울특별시 서남권직장맘지원센터에서는 직장맘과 대디 역량 강화를 위해 ？노동법 먹고, 샌드위치 먹고？ 교육을 2017년 기획하여 꾸준히 진행하고 있습니다. 모성보호제도인 출산휴가, 육아휴직, 육아기근로시간 단축등에 대해 알아보고 직장맘과 직장대디가 자신의 권리를 온전히 누리기를 바라며 준비한 교육입니다. ",,https://gworkingmom.net/program/regulars/83,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a7c0c1f8c2d849a1b97c999572f75a4a&thumb=Y,2023.8.9,기관,2023.9.7 0:00,2023.9.28 0:00,여성 문화행사,37.47619002,126.8837237,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142738&menuNo=200011
기타,종로구,[서울시청] 7979 서울 러닝크루,2023-09-07~2023-09-28,광화문광장 / 여의도공원,서울시청,누구나,무료,,,,https://sports.seoul.go.kr/main/SP04100000_user/program_view.do#n,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f0e861d8fd5041daa33265f6881d9268&thumb=Y,2023.8.24,기관,2023.9.7 0:00,2023.9.28 0:00,기타,37.57184786,126.9761683,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142948&menuNo=200013
전시/미술,은평구,테마전시체험전 9월 - 감기 걸린 물고기,2023-09-07~2023-09-23,1층 로비 및 가족열람실 자유관람,은평구청,누구나,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1779&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1854c05bc76c445eaa6d94fe7af14644&thumb=Y,2023.8.31,기관,2023.9.7 0:00,2023.9.23 0:00,기타,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143090&menuNo=200009
교육/체험,중구,[서울도서관] 캔바(Canva)로 나만의 콘텐츠 만들기,2023-09-07~2023-09-21,서울도서관 4층 사서교육장,서울도서관,관심있는 시민 누구나,,,,,https://lib.seoul.go.kr/lecture/applyDetail/4441,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f30d2dad21ad4cf4aa41d07c52959f5c&thumb=Y,2023.8.7,기관,2023.9.7 0:00,2023.9.21 0:00,기타,37.56631742,126.9778292,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142705&menuNo=200011
무용,종로구,[싱크넥스트23] 정구호x김성훈 GRIMENTO,2023-09-07~2023-09-10,세종S씨어터,세종문화회관,만 12세(2011년 생) 이상,"일반석 55,000원 / 발코니석 45,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34105&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8540ce2b47049fda5405b018f4f5ee7&thumb=Y,2023.8.3,기관,2023.9.7 0:00,2023.9.10 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142651&menuNo=200008
연극,종로구,2023 키우피우 오브제극축제 [새를 사랑한 산],2023-09-07~2023-09-09,종로 아이들극장,종로문화재단,4세 이상 권장(36개월 이상 입장 가능) 러닝타임: 40분 내외,"전석 20,000원",,,,https://www.jfac.or.kr/site/child/childProgram/view?pgIdx=282&pgCatCode=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=081c6c98e72741c5b715a994909db5b6&thumb=Y,2023.8.4,기관,2023.9.7 0:00,2023.9.9 0:00,어린이/청소년 문화행사,37.59046055,126.9987986,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142677&menuNo=200008
전시/미술,마포구,해설이 있는 전시 [아트스토리 M] 이태호 교수편Ⅰ 서울산수 - 조선 후기 한양 도성도와 전경도 ,2023-09-07~2023-09-07,마포아트센터 플레이맥,마포문화재단,8세 이상 관람가,"전석 10,000원 / 마포구민 특별가 1,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2238&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7c1dc4cefe1948b6b54afd5927997d55&thumb=Y,2023.8.9,기관,2023.9.7 0:00,2023.9.7 0:00,,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142741&menuNo=200009
클래식,용산구,목관 악기의 세계 with TIMF앙상블,2023-09-07~2023-09-07,서울예술교육센터 1F 감정서가,서울문화재단,"인근 직장인, 주민, 방문객 등",,,,,https://www.sfac.or.kr/stage11/calendarDetail.do?eduMstSeq=32930,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1638c785e8ff49dba089e81fd1c83e2a&thumb=Y,2023.8.25,기관,2023.9.7 0:00,2023.9.7 0:00,기타,37.52637554689167,126.9665363164352,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143006&menuNo=200008
전시/미술,종로구,[서울공예박물관] 《공예 다이얼로그》 연계 작가와 함께하는 영상상영회 프로그램,2023-09-07~2023-09-07,"서울공예박물관 교육동, 기타장소",서울공예박물관,모든 시민,,,,,https://craftmuseum.seoul.go.kr/progrm/view/203,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3f2fdbe7bbd6466a899b502ebbf85d3f&thumb=Y,2023.8.28,기관,2023.9.7 0:00,2023.9.7 0:00,,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143029&menuNo=200009
국악,강동구,[강동문화재단] 9월 목요예술무대 자라는 자라,2023-09-07~2023-09-07,강동아트센터 대극장 한강,강동문화재단,누구나,"10,000원",,"토끼와 자라, 별주부전으로 익숙한 판소리 수궁가를 토끼의 시선이 아닌 자라의 시선으로 재해석한 가족이 함께 즐기는  동화 콘서트",,https://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1973&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=873324e44c084c71948aacc357b46dc5&thumb=Y,2023.8.24,기관,2023.9.7 0:00,2023.9.7 0:00,기타,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142960&menuNo=200008
클래식,종로구,IBK음악회,2023-09-07~2023-09-07,세종대극장,세종문화회관,만 7세 이상,전석 초대,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34430&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cce6a5c323ab4bafb67cb1aa9cff73ca&thumb=Y,2023.9.5,기관,2023.9.7 0:00,2023.9.7 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143146&menuNo=200008
콘서트,중구,"[서울스테이지11] Last Tango, 마지막 탱고 엘 까미니또",2023-09-07~2023-09-07, 서울시청 시민청 지하 1층 활짝라운지,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2690,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=55caf5c5ccba4939b5872423911cf046&thumb=Y,2023.8.16,기관,2023.9.7 0:00,2023.9.7 0:00,기타,37.566634997636804,126.97867495087418,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142813&menuNo=200008
교육/체험,송파구,"2023 예술, 송송, 인생학교 여성편 [엄마배우 프로젝트]",2023-09-06~2023-12-05,"에즈에스아카데미학원 (백제고분로399, 슈퍼비)",송파문화재단,배우를 꿈꾸는 30~50대 여성 15명(송파?강동구민),,,,,https://www.songpafac.or.kr/notice_view.do?brd_seq=514&curPage=&searchtype=&keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1cfdaffe8ad9443f91deeceda530d00d&thumb=Y,2023.7.18,기관,2023.9.6 0:00,2023.12.5 0:00,여성 문화행사,37.50712659,127.1094413,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142461&menuNo=200011
교육/체험,마포구,2023 서교예술실험센터 공성장형 예술실험지원 [링크(LINK) 과정공유회 링킹(LINK-ING)],2023-09-06~2023-11-12,서교예술실험센터 외,중랑문화재단,예술실험에 관심 있는 누구나,,,,,https://www.sfac.or.kr/participation/sfac_program.do?eduGubunSel=&pageIndex=2&eduMstSeq=33069&eduScheSeq=&mode=VIEW&mstStatus=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=78675f9730ff41bf825933c7b71731d9&thumb=Y,2023.9.12,기관,2023.9.6 0:00,2023.11.12 0:00,,37.55246841,126.9209402,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143286&menuNo=200011
교육/체험,중구,[서울도서관] 손으로 말해요 - 초급 수어 교실,2023-09-06~2023-10-25,서울도서관 4층 사서교육장,서울도서관,누구나,,,,,https://lib.seoul.go.kr/lecture/applyDetail/4461,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca6e2b2b3884478996b510ce27bfbb4a&thumb=Y,2023.8.9,기관,2023.9.6 0:00,2023.10.25 0:00,기타,37.56631742,126.9778292,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142731&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 2023 하반기 도란도란 책 누나 동아리 1기,2023-09-06~2023-10-14,1층 가족열람실,은평구청,6~7세 유아 누구나 10명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1785&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8ca63b953797499c951e28c1b989f2c9&thumb=Y,2023.9.6,기관,2023.9.6 0:00,2023.10.14 0:00,기타,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143178&menuNo=200011
교육/체험,송파구,"[휴휴프로그램IV] 아이와 함께, 박물관 나들이",2023-09-06~2023-10-04,몽촌역사관,몽촌역사관,유아와 양육자,,,,,http://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?mpid=SDM0401000000&mmode=list ,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a161822fc184b0faf206dc546617833&thumb=Y,2023.8.4,기관,2023.9.6 0:00,2023.10.4 0:00,어린이/청소년 문화행사,37.5238852,127.1243709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142684&menuNo=200011
